feature,importance
past_duration_q25_police_station,0.0016635008
past_duration_rate_medium_police_station,0.0016613267
location_grid_12_984_77_529,0.0016610278
hour_cos,0.0016534922
corridor_peak_interaction_non_corridor_morning_peak,0.0016481439
has_jam_word,0.0016425402
past_closure_rate_location_grid,0.0016317386
zone_cause_interaction_west_zone_1_vehicle_breakdown,0.00162982
past_closure_rate_corridor,0.0016273163
day_sin,0.0016212899
corridor_bellary_road_2,0.0016168396
cause_hour_interaction_vehicle_breakdown_9_0,0.0016140922
past_closure_rate_police_station,0.0016086999
past_duration_rate_short_police_station,0.0016083679
lat_round_3,0.0015963012
past_duration_global_rate_short,0.0015957905
cause_hour_interaction_others_1_0,0.0015955929
cause_hour_interaction_construction_0_0,0.0015927576
zone_west_zone_2,0.0015925402
past_duration_global_q75,0.00157116
past_duration_rate_long_zone,0.0015708158
past_duration_rate_medium_zone,0.0015675155
cause_hour_interaction_water_logging_12_0,0.0015593243
past_duration_q25_location_grid,0.0015591091
event_cause_corridor_road_conditions_bellary_road_1,0.0015563681
past_duration_q75_junction,0.0015561786
corridor_magadi_road,0.0015557264
has_blocked_word,0.0015530859
past_duration_q75_zone,0.0015448156
past_count_location_grid,0.0015389927
past_duration_rate_medium_event_cause,0.0015342648
past_duration_rate_long_police_station,0.0015321929
past_closure_rate_event_cause_corridor,0.0015307033
description_missing,0.0015246739
past_duration_q25_corridor,0.0015208558
past_duration_median_junction,0.0015203214
cause_hour_interaction_vehicle_breakdown_11_0,0.0015190935
has_kannada_text,0.0015171503
past_duration_rate_short_zone,0.0015111528
start_weekofyear,0.001509142
past_duration_q25_junction,0.0015051708
past_duration_rate_medium_junction,0.0015035095
cause_hour_interaction_vehicle_breakdown_3_0,0.0015006567
junction_hebbalflyoverjunc,0.0014874338
past_duration_q25_zone,0.0014864792
cause_hour_interaction_vehicle_breakdown_7_0,0.0014856948
police_station_halasuru_gate,0.001484919
cause_hour_interaction_construction_1_0,0.0014711537
event_cause_corridor_others_non_corridor,0.0014647429
past_duration_median_zone,0.0014639447
is_peak_hour,0.0014637671
start_dayofweek,0.0014587519
cause_hour_interaction_vehicle_breakdown_2_0,0.0014546703
past_closure_count_police_station,0.0014493156
report_lag_hours_clipped,0.0014432461
past_duration_count_corridor,0.0014426934
corridor_peak_interaction_bellary_road_1_night,0.0014390748
past_duration_global_q25,0.0014383246
start_day_name_saturday,0.0014379763
corridor_peak_interaction_magadi_road_off_peak,0.0014372134
past_duration_rate_short_junction,0.0014234333
past_closure_global_rate,0.0014205618
past_closure_rate_zone,0.0014092562
peak_period_off_peak,0.0013992676
cause_hour_interaction_vehicle_breakdown_5_0,0.0013924227
planned_peak_interaction_unplanned_morning_peak,0.0013911357
weather_zone_interaction_weather_0_west_zone_1,0.0013732029
past_duration_rate_medium_event_cause_corridor,0.0013699875
cause_hour_interaction_vehicle_breakdown_10_0,0.0013656653
past_duration_rate_long_junction,0.0013493971
veh_type_heavy_vehicle,0.0013486447
has_vip_word,0.0013388939
location_grid_13_049_77_645,0.0013341783
weather_zone_interaction_weather_0_unknown,0.0013320706
start_month_number,0.0013296654
police_station_mahadevapura,0.0013142119
has_accident_word,0.0013112631
cause_peak_interaction_accident_morning_peak,0.0013037224
police_station_jalahalli,0.0013024609
corridor_peak_interaction_orr_north_1_night,0.0012872692
zone_unknown,0.0012833494
zone_north_zone_1,0.0012789905
cause_peak_interaction_road_conditions_off_peak,0.0012699066
corridor_peak_interaction_non_corridor_off_peak,0.0012690541
past_count_junction,0.0012610625
start_day_name_thursday,0.0012602156
zone_north_zone_2,0.001257056
weather_zone_interaction_weather_0_north_zone_2,0.0012552793
event_cause_corridor_vehicle_breakdown_bellary_road_1,0.0012545534
cause_hour_interaction_vehicle_breakdown_12_0,0.0012456955
police_station_ashok_nagar,0.0012439289
past_duration_count_junction,0.0012331133
cause_peak_interaction_vehicle_breakdown_night,0.0012308866
corridor_peak_interaction_bellary_road_1_off_peak,0.001228885
corridor_peak_interaction_non_corridor_night,0.0012245785
police_station_wilson_garden,0.0012202171
corridor_tumkur_road,0.0012022977
zone_west_zone_1,0.0012018039
is_bus,0.0011998105
cause_hour_interaction_vehicle_breakdown_4_0,0.0011891911
event_cause_corridor_vehicle_breakdown_mysore_road,0.0011847337
past_closure_count_event_cause_corridor,0.0011772566
event_type_unplanned,0.0011735074
cause_peak_interaction_vehicle_breakdown_off_peak,0.0011683477
day_cos,0.0011683123
is_weather_or_visibility_event,0.0011584951
corridor_orr_west_1,0.0011581844
event_cause_corridor_tree_fall_non_corridor,0.0011527768
corridor_peak_interaction_tumkur_road_off_peak,0.0011428533
weather_zone_interaction_weather_0_north_zone_1,0.0011423788
cause_peak_interaction_vehicle_breakdown_morning_peak,0.0011302485
police_station_hebbala,0.0011253351
police_station_bellandur,0.0011234984
zone_cause_interaction_east_zone_2_others,0.001113045
veh_type_lcv,0.0011031264
police_station_jnanabharathi,0.0010999463
past_closure_count_junction,0.0010939934
police_station_peenya,0.0010717789
cause_hour_interaction_vehicle_breakdown_1_0,0.0010704465
corridor_non_corridor,0.0010591338
corridor_mysore_road,0.0010441499
police_station_electronic_city,0.0010352405
corridor_west_of_chord_road,0.0010333945
corridor_peak_interaction_magadi_road_morning_peak,0.0010327977
zone_east_zone_2,0.0010310059
event_cause_accident,0.0010171589
police_station_pulikeshinagar_f_town,0.0010152113
police_station_mico_layout,0.001011382
zone_central_zone_1,0.0010069376
start_month_name_december,0.0010061077
