feature,importance
past_closure_rate_event_cause,0.04805959210277404
past_count_event_cause,0.03225177067953541
is_breakdown_event,0.030199338947420072
event_cause_grouped_vehicle_breakdown,0.028881682128816397
veh_type_grouped_unknown,0.028011940552286656
past_closure_rate_event_cause_corridor,0.02303924353333984
distance_to_city_center_km,0.02238989202150551
has_vehicle_type,0.020012966949339885
longitude,0.01955222730469633
road_closure_probability,0.019158511265237696
description_char_length,0.018927570852881
text_length,0.018620668414255345
past_count_police_station,0.01748506161421685
latitude,0.01710747511793023
is_road_condition_event,0.016989227545592272
past_closure_rate_corridor,0.01697896084198113
report_lag_hours_clipped,0.01695757461936415
past_closure_rate_location_grid,0.01691167646813596
past_count_location_grid,0.016582269959922954
past_count_event_cause_corridor,0.01648971639828305
past_closure_rate_police_station,0.016188565707962288
report_lag_minutes_clipped,0.016089553060973476
reporting_delay_minutes,0.01595556698866366
authenticated_grouped_yes,0.015871529550062078
authenticated_grouped_no,0.015612334514427163
past_closure_rate_zone,0.015605461946222346
past_closure_rate_junction,0.015592738425676414
description_word_count,0.015452484847948653
past_count_corridor,0.015436948475773888
past_count_zone,0.015398030575433166
past_count_junction,0.015106589800540794
is_heavy_vehicle,0.013948387089217147
cause_heavy_vehicle_interaction_vehicle_breakdown_heavy_1,0.013320002769135395
hour_sin,0.01290610708985204
start_weekofyear,0.012203909316938679
start_hour,0.011901376488827931
hour_cos,0.01096089749627715
cause_heavy_vehicle_interaction_construction_heavy_0,0.010720975770198392
has_construction_word,0.008628456216799184
cause_peak_interaction_construction_night,0.008548999350379892
start_dayofweek,0.008039020666235498
event_cause_grouped_construction,0.007956774209896877
day_sin,0.007189693049411489
zone_cause_interaction_unknown_vehicle_breakdown,0.00658227271526877
police_station_grouped_hal_old_airport,0.005683557895317398
day_cos,0.005659252396750431
is_bus,0.005066810034184793
is_planned_event,0.005037786892427884
event_type_grouped_unplanned,0.005025020190617755
corridor_grouped_orr_east_2,0.004298904968296458
cause_peak_interaction_vehicle_breakdown_night,0.0042814826128163095
corridor_cause_interaction_orr_east_2_construction,0.004226402425955407
event_type_grouped_planned,0.0038993280773738127
cause_peak_interaction_vehicle_breakdown_off_peak,0.0038067797075595298
cause_heavy_vehicle_interaction_vehicle_breakdown_heavy_0,0.003743414220204183
event_cause_corridor_construction_orr_east_2,0.003705716017183492
corridor_peak_interaction_orr_east_2_night,0.0036546842098476866
veh_type_grouped_bmtc_bus,0.003154333897678022
has_jam_word,0.0027990826129040843
cause_heavy_vehicle_interaction_others_heavy_0,0.002746191177917159
event_cause_corridor_other_rare,0.0027185355158754676
event_cause_grouped_accident,0.0025255222223440977
peak_period_off_peak,0.0024789219822854243
junction_grouped_unknown,0.0023815128171355508
