iter	TotalF1	MultiClass
130	0.6796368634	0.6849026376
131	0.6803215232	0.684430977
132	0.6796324034	0.6838273244
133	0.6793985895	0.6831175658
134	0.6799340379	0.6820847217
135	0.6799340379	0.6812136431
136	0.6786218584	0.679959602
137	0.6780162818	0.6795221317
138	0.679379155	0.6786959775
139	0.6777319423	0.6783207481
140	0.6806408237	0.677857305
141	0.6814097498	0.6771013097
142	0.6844008921	0.6762740082
143	0.6838556017	0.6756500519
144	0.6845267318	0.6749324878
145	0.6848261356	0.6745393
146	0.6852333458	0.6737833098
147	0.6868540841	0.6734583636
148	0.6890766645	0.6730644372
149	0.689676437	0.6723693385
150	0.6916692364	0.6720450291
151	0.6899621201	0.671373321
152	0.6916269213	0.6708498917
153	0.6906968197	0.6704389718
154	0.6901423322	0.6701909178
155	0.6916729066	0.6691700196
156	0.6933046661	0.6682274725
157	0.6939901013	0.6679467339
158	0.692625998	0.6674047388
159	0.6920432557	0.666824722
160	0.6917614385	0.6663155178
161	0.6956323707	0.6659586141
162	0.6957171451	0.6650765842
163	0.6979291286	0.6644383446
164	0.6976218054	0.6638455211
165	0.6988919121	0.6635160032
166	0.7010811682	0.6628931654
167	0.7001289504	0.6624498262
168	0.6976960968	0.661805171
169	0.697680971	0.6615710543
170	0.6980440898	0.6609013355
171	0.6980278044	0.6604197869
172	0.7002759614	0.6598236735
173	0.7000029892	0.6588938783
174	0.7006050945	0.6581252415
175	0.7018715362	0.6576925071
176	0.7034137348	0.657106164
177	0.7027919116	0.6566516576
178	0.7034182278	0.6563277006
179	0.706591214	0.6558928951
180	0.7062851787	0.6554494955
181	0.7062692365	0.6550188914
182	0.7072282165	0.654560344
183	0.7059877408	0.6539261278
184	0.7056729094	0.6535768129
185	0.7078022643	0.652998523
186	0.7106049822	0.6522303897
187	0.7118577695	0.6517392992
188	0.7093550954	0.6511628358
189	0.7100109789	0.6505061774
190	0.7100327917	0.6502335172
191	0.7109568631	0.649788549
192	0.7106552062	0.6492385231
193	0.7109539431	0.6486125606
194	0.7112928962	0.6482692283
195	0.7122012925	0.6475994568
196	0.7121868673	0.6471561222
197	0.7118647995	0.6467789058
198	0.7100220067	0.6463079827
199	0.7087929917	0.6459715934
200	0.7097110978	0.645257219
201	0.7137542456	0.6446337152
202	0.7128205523	0.6442359119
203	0.7134475021	0.6436534544
204	0.7153042657	0.6428769007
205	0.7171748375	0.6424404042
206	0.7162586369	0.6421897428
207	0.7137951866	0.641742366
208	0.7147405392	0.6413779165
209	0.7153666932	0.6411139979
210	0.7156663324	0.6404857359
211	0.7175099804	0.6396441233
212	0.7212038333	0.6389993071
213	0.7196557387	0.6386368417
214	0.7181390999	0.6382896256
215	0.7190598307	0.6378200171
216	0.7218339527	0.6374520418
217	0.721547077	0.6372247876
218	0.7249003911	0.6365603946
219	0.7246108222	0.6362975678
220	0.7249196907	0.6358535944
221	0.7209060445	0.6351956894
222	0.7230880144	0.6346724558
223	0.720923711	0.6342397842
224	0.7215344779	0.633750377
225	0.7215299373	0.6333202134
226	0.7239867207	0.6327546722
227	0.7252243807	0.6322097673
228	0.7246080789	0.6317436017
229	0.7258510408	0.6312326262
230	0.7246290099	0.6307839482
231	0.7249249128	0.6302570936
232	0.7246290099	0.6299092317
233	0.7255338676	0.6295221933
234	0.7252249381	0.6291441555
235	0.7267762608	0.628749001
236	0.7264686186	0.6283325724
237	0.7273794221	0.6278286518
238	0.7277107295	0.6273526501
239	0.7286030014	0.6265330484
240	0.7265043801	0.6259387381
241	0.7288542936	0.6253960098
242	0.7297728922	0.6248501283
243	0.7297470755	0.6245498899
244	0.7309807172	0.6238638934
245	0.7316193647	0.6232571343
246	0.731955202	0.6224454041
247	0.732568358	0.6221750628
248	0.7311093187	0.621430752
249	0.730825564	0.6207362244
250	0.7316805373	0.6204945604
251	0.733799129	0.6197449755
252	0.7347030979	0.6192691037
253	0.7359011183	0.6186692236
254	0.7386202489	0.6181533912
255	0.7371316399	0.6177327208
256	0.7377100933	0.6172035847
257	0.7374067685	0.6165579394
258	0.7374246192	0.6159711846
259	0.7352790307	0.6156342153
260	0.7371136131	0.6151581964
261	0.7374246192	0.6146121817
262	0.7368333274	0.6142570464
263	0.7368333274	0.6137861566
264	0.736890531	0.6132229191
265	0.7365921475	0.6128735976
266	0.7378298347	0.6124889795
267	0.7399684958	0.6120043534
268	0.7402558174	0.61132452
269	0.7405597983	0.6108052782
270	0.7405468044	0.6101754716
271	0.7384747861	0.609703402
272	0.7396845216	0.609278499
273	0.7391005004	0.608790491
274	0.7372919845	0.60831482
275	0.7390934052	0.6076294729
276	0.7384896355	0.6070744267
277	0.7400078644	0.6064038911
278	0.7403503707	0.6059505888
279	0.7412506719	0.6055572903
280	0.7403576346	0.6050951764
281	0.7394167828	0.6046119619
282	0.7397256945	0.6041407217
283	0.7391213342	0.6033938155
284	0.7411717729	0.6026297619
285	0.7429957092	0.6020526977
286	0.7429633554	0.6017129681
287	0.7420657218	0.6014221014
288	0.7426679374	0.6010068036
289	0.7447571413	0.6003148406
290	0.7459983785	0.5999106279
291	0.7475345998	0.5993895823
292	0.7514170636	0.5986965384
293	0.749633918	0.5983073041
294	0.7505222072	0.5978660976
295	0.7516903492	0.5971755989
296	0.7516903492	0.5968400484
297	0.7526533722	0.5961785174
298	0.7526959738	0.5959381113
299	0.7535901124	0.5952398943
300	0.7538638368	0.5948987579
301	0.7520960507	0.5946041793
302	0.7526795337	0.5942870023
303	0.7544212227	0.5937822322
304	0.7541363605	0.5934686736
305	0.7556097595	0.5929773369
306	0.7574402844	0.592584545
307	0.7562377359	0.5920240466
308	0.7580927911	0.5914855595
309	0.7574595874	0.5910779737
310	0.7589083418	0.590453793
311	0.7592382278	0.5899878572
312	0.7589500283	0.589289144
313	0.7589500283	0.5889199647
314	0.7578091585	0.5886562448
315	0.7581192453	0.5884586939
316	0.7605064826	0.5879916936
317	0.7601962118	0.5875280464
318	0.7625729913	0.5871014941
319	0.7619516654	0.5866510718
320	0.7613501592	0.5860834804
321	0.7625691993	0.5856780817
322	0.7614289863	0.5854550463
323	0.7623383072	0.5850895865
324	0.7628767558	0.5846414322
325	0.7637847037	0.5841203911
326	0.7640630833	0.5837351956
327	0.7646373507	0.5832805404
328	0.7667419017	0.5829830491
329	0.7658583016	0.5824897384
330	0.7682707014	0.5822175468
331	0.7668480195	0.5815876045
332	0.767371982	0.5813259321
333	0.768516034	0.5809795106
334	0.7685666724	0.5804914139
335	0.7708325053	0.5798939205
336	0.7696962823	0.5796311219
337	0.7696238933	0.5790734108
338	0.7737653227	0.5785875529
339	0.7749994454	0.5781842293
340	0.7753452116	0.5778034968
341	0.7739235813	0.5774551219
342	0.7733726122	0.5771266054
343	0.7730614698	0.57690866
344	0.7742616866	0.5763202211
345	0.7751887896	0.576085357
346	0.7728075486	0.5757060038
347	0.7754553753	0.5753915644
348	0.7788172011	0.5747070278
349	0.78001616	0.5741745059
350	0.7808582093	0.5739246146
351	0.7812328606	0.5735160667
352	0.7791954801	0.573196104
353	0.7803284589	0.573008139
354	0.7817565183	0.5726146697
355	0.7832083539	0.5721433007
356	0.7846370365	0.5716340143
357	0.7849066563	0.5711816272
358	0.7866021638	0.5706615882
359	0.7868529133	0.570353843
360	0.7872184107	0.5699765177
361	0.787213802	0.5695592889
362	0.7865865351	0.5692053441
363	0.7875117173	0.56891323
364	0.7871716621	0.5687307126
365	0.7892565373	0.5682098454
366	0.7895171771	0.5677067895
367	0.7880448686	0.5672903218
368	0.7889861372	0.5669589415
369	0.7898793944	0.5666900522
370	0.7892565373	0.5663688401
371	0.790182228	0.5660398706
372	0.7893040452	0.5657431695
373	0.789935139	0.5655624214
374	0.7898686403	0.5652669634
375	0.7912803141	0.5648376172
376	0.792156829	0.5644863631
377	0.7932438118	0.5642018882
378	0.7946793412	0.5639584796
379	0.7941865805	0.5635227476
380	0.7933065422	0.5632116909
381	0.7944438078	0.5628876692
382	0.7945115995	0.5622921708
383	0.7950618648	0.5616679064
384	0.7950618648	0.5611694242
385	0.7936300575	0.5608258941
386	0.7933822713	0.5605022362
387	0.7945873007	0.5601843976
388	0.7957760609	0.5598144849
389	0.796103565	0.5595412436
390	0.7970109642	0.5588558165
391	0.7971856289	0.5585182127
392	0.7977451497	0.5581304157
393	0.7976710918	0.5576558322
394	0.7976923851	0.5573796033
395	0.7994425824	0.55699617
396	0.7988088448	0.5567800751
397	0.7991488133	0.5563430169
398	0.7985701328	0.5561815052
399	0.8001550256	0.5556753671
400	0.7984094628	0.5553324721
401	0.8004203351	0.5548909259
402	0.7992393388	0.5545155416
403	0.7978516327	0.554017538
404	0.7984424458	0.5536488497
405	0.7984167829	0.5534041592
406	0.7993124697	0.5530642032
407	0.7986798716	0.5528292127
408	0.7994760284	0.5522877567
409	0.7990059357	0.5517094543
410	0.8007481791	0.5515345618
411	0.8008159381	0.5512601611
412	0.8012011325	0.5510056467
413	0.8008886842	0.5508331563
414	0.800509378	0.5505445327
415	0.8016253817	0.5502505433
416	0.8010675157	0.5498075026
417	0.8024961467	0.5493891123
418	0.8007545491	0.5491724521
419	0.8028092515	0.5487422653
420	0.8031222929	0.5483766692
421	0.8028277469	0.5478278428
422	0.8031413621	0.5477197363
423	0.8028277469	0.5474919996
424	0.8043305973	0.5471968939
425	0.8052060563	0.5468009856
426	0.8060673349	0.5462071468
427	0.8057345968	0.5459422842
428	0.8060586296	0.5455138684
429	0.8058327937	0.5453162536
430	0.8056597317	0.5447276366
431	0.8066331164	0.5445857713
432	0.8075694957	0.543903121
433	0.8093184667	0.5434993157
434	0.8101809307	0.5429506334
435	0.8095532728	0.5425023744
436	0.8101999268	0.5421469783
437	0.8104383434	0.5416486392
438	0.8105174531	0.5413319245
439	0.8122566776	0.5407613978
440	0.8131261888	0.5404727029
441	0.8131261888	0.5400180689
442	0.8131261888	0.5397253359
443	0.8122566776	0.5390788
444	0.8124988423	0.5387930857
445	0.813058136	0.5384941682
446	0.8139990845	0.538166839
447	0.813689287	0.5379385992
448	0.813689287	0.5375909855
449	0.813058136	0.5372998151
450	0.8131377637	0.5370507637
451	0.8133757561	0.5366380939
452	0.8159091956	0.5362796686
453	0.8143903379	0.5354175378
454	0.8143903379	0.534857972
455	0.8151888479	0.5342823739
456	0.8155021509	0.5340309283
457	0.8155021509	0.5337910278
458	0.8149428296	0.5333347739
459	0.8152560721	0.5331168224
460	0.8155021509	0.5329748046
461	0.8161285856	0.5327373123
462	0.8172432111	0.5323466774
463	0.8175564669	0.5320485295
464	0.8172432111	0.5319052632
465	0.8177984179	0.5316653429
466	0.8183666644	0.531193878
467	0.8178120424	0.5308558159
468	0.8189210417	0.5304658227
469	0.8197922312	0.5302906516
470	0.8197265455	0.5296713642
471	0.82045446	0.5293223908
472	0.82045446	0.5287748202
473	0.8207678474	0.5282691588
474	0.8215726762	0.5278287547
475	0.8223553923	0.5274509482
476	0.8221150243	0.5271604179
477	0.8215603848	0.5270518988
478	0.8221954359	0.5268166125
479	0.8221954359	0.5266120384
480	0.8219537194	0.5264110529
481	0.8216404481	0.5261085912
482	0.8221915126	0.525695331
483	0.8242534706	0.5251391833
484	0.8233735211	0.5250144829
485	0.8247458865	0.5244476547
486	0.8241885691	0.5242950753
487	0.8232509187	0.523615519
488	0.8229988385	0.5233359501
489	0.8245060267	0.5229394475
490	0.8247581551	0.5226100921
491	0.8247458865	0.5222295786
492	0.8249340027	0.5217774422
493	0.8241304812	0.5213167669
494	0.8276085163	0.5208709329
495	0.8284782878	0.5205043536
496	0.8276164065	0.5203138835
497	0.8285740744	0.5196756777
498	0.8296774233	0.5193461105
499	0.8306103147	0.5186810303
500	0.8314234022	0.5185344035
501	0.8317411862	0.5183316833
502	0.8303087118	0.5180151261
503	0.8306389605	0.5177853048
504	0.8300875199	0.5176323047
505	0.830400623	0.5174251927
506	0.830952176	0.5173337761
507	0.8317411862	0.5169655896
508	0.8315784386	0.5166965646
509	0.8311901819	0.516320452
510	0.8312653353	0.5160121247
511	0.8312653353	0.5158174184
512	0.830952176	0.515684458
513	0.8312653353	0.5153868713
514	0.8312696076	0.5151343622
515	0.8312653353	0.5148004515
516	0.8313436893	0.5145797653
517	0.8316564512	0.5143980162
518	0.8322818119	0.5141004431
519	0.8331466868	0.5134199975
520	0.8331466868	0.5130671715
521	0.8330730444	0.5126178631
522	0.8333859191	0.5123197279
523	0.8333737469	0.5119139691
524	0.8336866206	0.5116610654
525	0.835968752	0.5112174169
526	0.8354167866	0.511077734
527	0.8362073032	0.5107929549
528	0.8368366024	0.5103950588
529	0.8349406352	0.5101156128
530	0.8359718794	0.509874651
531	0.8362847981	0.5097345207
532	0.8351071057	0.5094434158
533	0.8350441138	0.5091164304
534	0.8356701172	0.5087683876
535	0.8367723831	0.5085225706
536	0.8362213558	0.5083663247
537	0.8351186653	0.5081211905
538	0.835908273	0.5077434059
539	0.8362139148	0.5075373485
540	0.8370817786	0.5071344696
541	0.8382048566	0.5067550676
542	0.8396179753	0.5064606196
543	0.8402342864	0.5061366079
544	0.8402375997	0.5059824496
545	0.8414340534	0.5056963843
546	0.8414340534	0.5055336724
547	0.8426095309	0.5052921683
548	0.8414340534	0.5049831902
549	0.8408735557	0.5045808178
550	0.84134737	0.504521972
551	0.8419769837	0.5044100239
552	0.8420526798	0.5041720052
553	0.841815002	0.5040080106
554	0.841815002	0.5036307496
555	0.840639378	0.5032903998
556	0.8414922718	0.5028776205
557	0.841437683	0.5026302974
558	0.8411248714	0.5024145293
559	0.841437683	0.5022984821
560	0.8405606776	0.5020572623
561	0.8419735978	0.5017321174
562	0.842675074	0.5015829542
563	0.8439444303	0.5012341217
564	0.8455990511	0.5009510459
565	0.843640786	0.5007329306
566	0.8438758184	0.5005121077
567	0.8438794973	0.5001407356
568	0.8441927748	0.4998635888
569	0.8451459227	0.4996261616
570	0.8448369488	0.4993414832
571	0.8448369488	0.4989691361
572	0.8451538534	0.4987298701
573	0.8448369488	0.4985237252
574	0.8442888248	0.4982212751
575	0.8439760486	0.498130162
576	0.8439760486	0.4980137247
577	0.8442888248	0.4973766382
578	0.843816975	0.4970332918
579	0.843816975	0.496790279
580	0.8443656939	0.4966134368
581	0.8443656939	0.4963336741
582	0.8442888248	0.4961643837
583	0.8475810927	0.4958466064
584	0.8473380651	0.4956312462
585	0.8464041384	0.4954122084
586	0.8470325557	0.4951372333
587	0.8464079687	0.4949987257
588	0.8467202882	0.4948005079
589	0.8458594397	0.4944630502
590	0.8455431671	0.4943302776
591	0.846483825	0.4940585838
592	0.8473447717	0.493572208
593	0.848284452	0.4930942703
594	0.847735372	0.4928772665
595	0.8465625591	0.4926560375
596	0.8468743519	0.4924072221
597	0.8465625591	0.4923277378
598	0.8465625591	0.4921451223
599	0.8468705353	0.4917536221
600	0.8457710863	0.4911035972
601	0.8469640093	0.4907462426
602	0.8490725596	0.4902833007
603	0.8490725596	0.490149592
604	0.8497831713	0.4899038958
605	0.8509548215	0.4896010465
606	0.852140724	0.4892948443
607	0.8518294856	0.4891401207
608	0.8529258823	0.4887710556
609	0.8537853287	0.4885288872
610	0.8537853287	0.4883376028
611	0.8526891131	0.488111015
612	0.8531726981	0.4878895281
613	0.8526144012	0.4876844622
614	0.8532373139	0.4875449071
615	0.852140724	0.4871306714
616	0.85096583	0.4865591211
617	0.8520625101	0.4862291302
618	0.8529258823	0.4860624271
619	0.8534701373	0.485611103
620	0.8537160488	0.485431353
621	0.8540316056	0.4852075279
622	0.8543431819	0.4850697537
623	0.8546585094	0.4849599424
624	0.8546585094	0.4845743789
625	0.8552058464	0.4840780926
626	0.8541004611	0.4837851405
627	0.8560746568	0.4832723646
628	0.8566318201	0.4828266943
629	0.8560746568	0.4826092112
630	0.8554625102	0.482484136
631	0.8560086757	0.4822331768
632	0.8571110042	0.4820403343
633	0.856554664	0.4819085711
634	0.857177996	0.4817255673
635	0.8575003358	0.4814498972
636	0.8585916277	0.4811436714
637	0.8585916277	0.4809651569
638	0.8585133158	0.4806814555
639	0.8585916277	0.4801569569
640	0.8582798961	0.480022028
641	0.8577344304	0.4799305075
642	0.858918168	0.4797510535
643	0.8596922393	0.479427285
644	0.8603197888	0.4791423308
645	0.8603197888	0.4789382488
646	0.8591516312	0.4786621921
647	0.8606421686	0.4783550232
648	0.8597747978	0.4781360106
649	0.8609429436	0.4779236242
650	0.8603977702	0.4776506803
651	0.859852424	0.4774896099
652	0.8606421686	0.4772395675
653	0.8609536766	0.4770581724
654	0.8609536766	0.4768674929
655	0.8623544315	0.4765571106
656	0.8628988264	0.4763489327
657	0.8628988264	0.4761474935
658	0.8634430559	0.4758888249
659	0.8628892236	0.4756344715
660	0.8637548273	0.4752453659
661	0.8652342747	0.4751087588
662	0.8661026374	0.4749824132
663	0.865720913	0.4746203786
664	0.8660326426	0.4743844088
665	0.8660326426	0.4742773826
666	0.865720913	0.4741157535
667	0.8668974275	0.4735596762
668	0.8668874886	0.4733473064
669	0.8671900278	0.4730827373
670	0.8675051208	0.4729969978
671	0.8678259641	0.4725951503
672	0.8678259641	0.4723794833
673	0.8684488365	0.4722273351
674	0.8693036822	0.4719469895
675	0.8696150894	0.4718552272
676	0.8696969911	0.4716530788
677	0.8685278034	0.4714740018
678	0.8687635259	0.4710767086
679	0.8679087711	0.4707784272
680	0.8693858807	0.4705613459
681	0.8674431961	0.4702587209
682	0.8688421151	0.4700689948
683	0.8685278034	0.469777768
684	0.8682165663	0.4696384684
685	0.8687602041	0.4693464296
686	0.8674431961	0.4689859026
687	0.8674431961	0.4688439863
688	0.8679052843	0.468538499
689	0.8676727666	0.4682951045
690	0.8682165663	0.4681731415
691	0.8690715265	0.4680057495
692	0.8690715265	0.467822347
693	0.8699264517	0.4676101821
694	0.8700052265	0.4672993899
695	0.8700052265	0.4671554917
696	0.8705583883	0.4670396242
697	0.869703789	0.466784965
698	0.8666596982	0.4664280041
699	0.8672929551	0.4661535035
700	0.8672929551	0.4659625691
701	0.8669815792	0.4657637517
702	0.8669815792	0.4654839688
703	0.8675245096	0.4653737052
704	0.868393232	0.4651898007
705	0.8669899203	0.4648906847
706	0.8678507809	0.464653177
707	0.8690357593	0.4645404702
708	0.8703566621	0.4641784725
709	0.8709792913	0.4640326236
710	0.870115243	0.4637108862
711	0.870341374	0.4634333904
712	0.8709683233	0.4631824371
713	0.8709683233	0.4627391877
714	0.8712796115	0.4625538069
715	0.8715948381	0.4622309038
716	0.8719896179	0.4620503128
717	0.8719896179	0.4618204915
718	0.8716103455	0.4615002341
719	0.8719332183	0.4612474876
720	0.8719332183	0.4609940458
721	0.8730961047	0.4608554356
722	0.8724743348	0.4607328857
723	0.873326288	0.4604483368
724	0.8730961047	0.4602509078
725	0.8734028284	0.4599497134
726	0.873326288	0.4595587592
727	0.8747258762	0.4589811774
728	0.8750370215	0.4588128705
729	0.8747962401	0.4586099459
730	0.8751224058	0.458402638
731	0.8756591801	0.4581840284
732	0.8759740025	0.4580696811
733	0.8742666424	0.4578196725
734	0.8761997753	0.4575250172
735	0.8765186461	0.4573233595
736	0.8774589293	0.4569397822
737	0.8762929382	0.4567079333
738	0.8769181715	0.4565556595
739	0.8757565932	0.45637232
740	0.875446194	0.456264958
741	0.8762973405	0.4559493434
742	0.8759868604	0.4558049011
743	0.8759868604	0.4555163096
744	0.8759823356	0.4553912128
745	0.8779144083	0.4551466291
746	0.8770633016	0.4548942778
747	0.8770633016	0.4547914457
748	0.8767524946	0.4546625254
749	0.8765228923	0.4545262521
750	0.8762121656	0.4542014211
751	0.8753609996	0.4539228918
752	0.8770633016	0.4535852639
753	0.8765228923	0.4533804695
754	0.8765228923	0.4530732666
755	0.8762121656	0.4529220484
756	0.8767524946	0.452711056
757	0.8768335754	0.452469034
758	0.8770633016	0.4523011005
759	0.8776847843	0.4520876675
760	0.8797785601	0.4514611757
761	0.8797785601	0.4510814163
762	0.8803295863	0.4507625743
763	0.8803295863	0.4505882052
764	0.8806401696	0.4504761154
765	0.8808697448	0.4502669141
766	0.8817204981	0.4501075781
767	0.8829693135	0.4494785219
768	0.8829693135	0.4492260877
769	0.8829693135	0.4489840901
770	0.8826491153	0.4486487339
771	0.8815677422	0.4483709239
772	0.8825781661	0.4479536015
773	0.8835094943	0.4476901519
774	0.8840495354	0.4475338527
775	0.8843599717	0.4472124436
776	0.8838104292	0.446958923
777	0.884909364	0.4467652326
778	0.8848999497	0.4464478333
779	0.8848999497	0.4462050848
780	0.8846703677	0.446006774
781	0.8858405424	0.4456634269
782	0.8856041228	0.4454181606
783	0.8856041228	0.4450537264
784	0.8845203488	0.4446843075
785	0.8850609044	0.444607264
786	0.8866817288	0.444250689
787	0.8863713043	0.4440664273
788	0.8869112325	0.4438897573
789	0.8869112325	0.4436565569
790	0.8866006954	0.4434335201
791	0.886290118	0.4431612032
792	0.8870664491	0.4430060366
793	0.8871404181	0.4426489882
794	0.8874510279	0.4425154333
795	0.8877615978	0.4422883064
796	0.8874510279	0.4420901908
797	0.8870585238	0.4417567341
798	0.888848345	0.4415063877
799	0.888848345	0.4413374172
