feature,ensemble_importance,lgb_importance,xgb_importance
police_station_grouped_v.v.puram (c.pet),6.350252151489258,0.0,12.700504302978516
corridor_peak_interaction_grouped_bellary road 2_night,5.958990097045898,0.0,11.917980194091797
corridor_cause_interaction_grouped_non-corridor_others,5.847503185272217,0.0,11.695006370544434
peak_period_off_peak,5.790637493133545,0.0,11.58127498626709
corridor_grouped_mysore_road,5.723549842834473,11.447099685668945,0.0
corridor_cause_interaction_grouped_non_corridor_accident,5.669549942016602,11.339099884033203,0.0
is_weather_or_visibility_event,5.602175235748291,0.0,11.204350471496582
event_cause_grouped_pot_holes,5.536380171775818,7.6376800537109375,3.4350802898406982
event_cause_corridor_grouped_vehicle_breakdown_tumkur_road,5.235990047454834,10.471980094909668,0.0
junction_grouped_bagalurcrossjunc,5.155489921569824,0.0,10.310979843139648
is_peak_hour,5.08046817779541,0.0,10.16093635559082
event_cause_corridor_grouped_congestion_non-corridor,4.8330535888671875,0.0,9.666107177734375
event_cause_corridor_grouped_vehicle_breakdown_bellary_road_1,4.706115007400513,9.412230014801025,0.0
police_station_grouped_madiwala,4.661970376968384,6.284679889678955,3.0392608642578125
has_vehicle_type,4.621358156204224,0.2206130027770996,9.022103309631348
veh_type_grouped_private_bus,4.610787868499756,0.0,9.221575736999512
cause_peak_interaction_grouped_road_conditions_night,4.5545573234558105,0.0,9.109114646911621
junction_grouped_silkboardjunc,4.486685037612915,4.266079902648926,4.707290172576904
has_event_word,4.4851837158203125,0.0,8.970367431640625
cause_peak_interaction_grouped_construction_night,4.453751564025879,0.0,8.907503128051758
zone_grouped_east zone 1,4.403700351715088,0.0,8.807400703430176
corridor_grouped_non_corridor,4.2731099128723145,8.546219825744629,0.0
zone_grouped_west zone 2,4.190552711486816,0.0,8.381105422973633
truck_age_band_grouped_mid,4.078507423400879,0.0,8.157014846801758
veh_type_grouped_private_car,3.842203140258789,0.0,7.684406280517578
