feature,importance
cause_peak_interaction_grouped_accident_off_peak,0.0
cause_peak_interaction_grouped_congestion_night,0.0
cause_peak_interaction_grouped_road_conditions_morning_peak,0.0
cause_peak_interaction_grouped_congestion_off_peak,0.0
cause_peak_interaction_grouped_construction_evening_peak,0.0
direction_grouped_other_rare,0.0
location_grid_grouped_12.969_77.701,0.0
event_cause_grouped_vip_movement,0.0
event_cause_grouped_tree_fall,0.0
event_cause_grouped_public_event,0.0
cause_peak_interaction_grouped_pot_holes_morning_peak,0.0
cause_peak_interaction_grouped_pot_holes_night,0.0
location_grid_grouped_12.957_77.552,0.0
location_grid_grouped_12.953_77.542,0.0
cause_peak_interaction_grouped_procession_night,0.0
cause_peak_interaction_grouped_procession_off_peak,0.0
event_cause_corridor_grouped_vehicle_breakdown_orr north 2,0.0
event_cause_corridor_grouped_vehicle_breakdown_orr north 1,0.0
event_cause_corridor_grouped_vehicle_breakdown_orr east 2,0.0
truck_age_band_grouped_old,0.0
event_cause_corridor_grouped_construction_airport new south road,0.0
event_cause_corridor_grouped_others_bellary road 2,0.0
event_cause_corridor_grouped_others_magadi road,0.0
event_cause_corridor_grouped_congestion_orr north 2,0.0
event_cause_corridor_grouped_congestion_non-corridor,0.0
event_cause_corridor_grouped_others_orr north 1,0.0
event_cause_corridor_grouped_others_orr north 2,0.0
event_cause_corridor_grouped_others_tumkur road,0.0
event_cause_corridor_grouped_pot_holes_bannerghata road,0.0
event_cause_corridor_grouped_pot_holes_hosur road,0.0
event_cause_corridor_grouped_pot_holes_irr(thanisandra road),0.0
event_cause_corridor_grouped_pot_holes_non-corridor,0.0
event_cause_corridor_grouped_pot_holes_old madras road,0.0
event_cause_corridor_grouped_pot_holes_orr east 1,0.0
corridor_grouped_airport new south road,0.0
veh_type_grouped_truck,0.0
event_cause_corridor_grouped_congestion_hennur main road,0.0
event_cause_corridor_grouped_accident_bellary road 2,0.0
event_cause_corridor_grouped_vehicle_breakdown_airport new south road,0.0
event_cause_corridor_grouped_vehicle_breakdown_bannerghata road,0.0
event_cause_corridor_grouped_accident_bellary road 1,0.0
truck_age_band_grouped_very_old,0.0
event_cause_corridor_grouped_vehicle_breakdown_hennur main road,0.0
event_cause_corridor_grouped_vehicle_breakdown_irr(thanisandra road),0.0
truck_age_band_grouped_other_rare,0.0
event_cause_corridor_grouped_vehicle_breakdown_old airport road,0.0
event_cause_corridor_grouped_vehicle_breakdown_old madras road,0.0
cause_peak_interaction_grouped_public_event_off_peak,0.0
cause_peak_interaction_grouped_road_conditions_night,0.0
corridor_cause_interaction_grouped_irr(thanisandra road)_vehicle_breakdown,0.0
corridor_cause_interaction_grouped_bannerghata road_pot_holes,0.0
junction_grouped_khodayscircle(dv urscircle),0.0
zone_cause_interaction_grouped_unknown_pot_holes,0.0
zone_cause_interaction_grouped_unknown_procession,0.0
zone_cause_interaction_grouped_unknown_public_event,0.0
zone_cause_interaction_grouped_unknown_road_conditions,0.0
junction_grouped_k r circle,0.0
truck_age_missing,0.0
zone_cause_interaction_grouped_west zone 1_accident,0.0
age_of_truck,0.0
junction_grouped_jalahallicross(sm circle),0.0
junction_grouped_hesaraghattajunction,0.0
corridor_cause_interaction_grouped_airport new south road_construction,0.0
corridor_cause_interaction_grouped_airport new south road_vehicle_breakdown,0.0
corridor_cause_interaction_grouped_bannerghata road_vehicle_breakdown,0.0
cause_peak_interaction_grouped_road_conditions_off_peak,0.0
corridor_cause_interaction_grouped_bannerghata road_water_logging,0.0
corridor_cause_interaction_grouped_bellary road 1_accident,0.0
junction_grouped_goruguntepalyajunc,0.0
corridor_cause_interaction_grouped_bellary road 1_water_logging,0.0
